country,stimulus,judgment_mean,judgment_stdev,sample_size
Japan,new_no_1_1cut,3.735294117647059,1.3774993489392235,34
Japan,new_yes_9esque_1cut,3.230769230769231,1.4949307053389402,39
Japan,new_maybe_2_1cut,3.6904761904761907,1.439649266875235,42
Japan,noline_C_1cut,3.638888888888889,1.3554709835705032,36
Japan,yesline_E_1cut,1.6944444444444444,1.1419142936176314,36
Japan,new_maybe_6_1cut,3.4615384615384617,1.5016859620922542,39
Japan,new_maybe_5_bad,1.5675675675675675,0.8987812903080524,37
Japan,new_maybe_3_badder,1.5853658536585367,1.1396405081449494,41
Japan,noline_A_1cut,3.6578947368421053,1.5470340548929675,38
Japan,new_no_3_1cut,3.8333333333333335,1.3735082171923965,48
Japan,new_maybe_3_bad,2.642857142857143,1.226166514204939,42
Japan,new_yes_8_1cut,2.53125,1.2696043325738624,32
Japan,new_yes_10_bad,1.45,0.9857965671450025,40
Japan,new_maybe_3_1cut,3.0,1.1982893790305562,40
Japan,yesline_B_badder,1.8048780487804879,1.0540282774935865,41
Japan,yesline_D_bad,2.3181818181818183,1.196365178610597,44
Japan,yesline_D_badder,1.7027027027027026,1.0505253940784125,37
Japan,new_yes_10mod_1cut,1.9230769230769231,1.109400392450458,39
Japan,maybe_5_1cut,3.857142857142857,1.4578873550688634,42
Japan,yesline_F_1cut,3.738095238095238,1.5935774114608414,42
Japan,new_no_2_1cut,4.116279069767442,1.179372357807753,43
Japan,yesline_B_1cut,3.324324324324324,1.4917188827742394,37
Japan,new_maybe_1_1cut,2.3255813953488373,1.4593039800919798,43
Japan,noline_D_1cut,3.85,1.2719861311935432,40
Japan,new_yes_7esque_1cut,1.5945945945945945,0.8962718913941814,37
Japan,yesline_C_bad,2.8823529411764706,1.387491870188641,34
Japan,yesline_B_bad,2.682926829268293,1.19245596124645,41
Japan,new_maybe_4_1cut,2.739130434782609,1.4519685121883577,46
Japan,yesline_C_1cut,3.761904761904762,1.461865227005551,42
Japan,yesline_C_badder,1.9268292682926829,1.1914328328201937,41
Japan,maybe_6_1cut,3.7,1.4178351139171335,40
Japan,yesline_D_1cut,2.5789473684210527,1.368202192805688,38
Portugal,maybe_4_1cut,4.358974358974359,1.1582014070640894,39
Portugal,new_maybe_5_1cut,3.2,1.5624913792865636,30
Portugal,new_yes_7_1cut,1.7741935483870968,1.542933945861041,31
Portugal,yesline_D_badder,1.5588235294117647,1.1597067672891528,34
Portugal,yesline_B_badder,1.8928571428571428,1.227441956515157,28
Portugal,new_maybe_2_1cut,3.7333333333333334,1.5521583045227219,30
Portugal,noline_A_1cut,4.428571428571429,0.9787661586289707,35
Portugal,new_maybe_4_1cut,2.891891891891892,1.5417123197525784,37
Portugal,yesline_E_1cut,1.4333333333333333,0.6260623155792927,30
Portugal,new_yes_9_1cut,2.8421052631578947,1.7167901505579042,38
Portugal,new_no_1_1cut,3.4,1.5887535778195696,30
Portugal,yesline_D_bad,2.342857142857143,1.235334133005345,35
Portugal,maybe_6_1cut,3.696969696969697,1.5509039397406372,33
Portugal,new_maybe_1_1cut,3.0303030303030303,1.4892290053255846,33
Portugal,noline_C_1cut,4.46875,1.135479861613156,32
Portugal,new_yes_10_bad,1.4166666666666667,0.9964221709983889,36
Portugal,new_maybe_3_badder,1.8823529411764706,1.1745974392893195,34
Portugal,new_maybe_4_bad,2.125,1.2115039973041242,32
Portugal,new_yes_9esque_1cut,3.242424242424242,1.6013725173718762,33
Portugal,new_maybe_5_bad,1.6486486486486487,1.005988077470112,37
Portugal,new_yes_10mod_1cut,1.6333333333333333,1.2172137016162359,30
Portugal,noline_D_1cut,3.3870967741935485,1.5422368896041598,31
Portugal,new_yes_7esque_1cut,1.3888888888888888,0.8376080835255241,36
Portugal,maybe_5_1cut,3.9714285714285715,1.2481919697215293,35
Portugal,yesline_C_1cut,3.8055555555555554,1.39015815019,36
Portugal,yesline_F_1cut,3.5142857142857142,1.5972665726802404,35
Portugal,new_maybe_6_1cut,3.057142857142857,1.6617293816428493,35
Portugal,new_maybe_3_bad,2.9714285714285715,1.3391330445196137,35
Portugal,new_no_2_1cut,4.361111111111111,1.1251102238772057,36
Portugal,new_maybe_3_1cut,2.810810810810811,1.5062432634766432,37
Portugal,yesline_C_badder,2.097560975609756,1.3565558972777434,41
Portugal,yesline_B_bad,2.909090909090909,1.5075567228888183,33
Portugal,yesline_B_1cut,3.8333333333333335,1.5399443403670703,36
Portugal,yesline_C_bad,2.966666666666667,1.5421286974634218,30
Portugal,new_yes_8_1cut,2.090909090909091,1.4000811664783126,33
Portugal,noline_B_1cut,4.25,1.1359236684941296,32
Portugal,new_yes_10_1cut,1.7666666666666666,1.250746903290971,30
Portugal,new_no_3_1cut,3.962962962962963,1.4272480642961256,27
Portugal,yesline_D_1cut,2.5789473684210527,1.4262325906248445,38
South Africa,new_maybe_5_1cut,3.1463414634146343,1.666747965496825,41
South Africa,new_maybe_3_1cut,3.5,1.5851878478024342,40
South Africa,yesline_D_bad,2.2857142857142856,1.4667175952451381,35
South Africa,yesline_C_1cut,3.1025641025641026,1.5860389554330454,39
South Africa,new_maybe_1_1cut,2.5714285714285716,1.5794852070101075,42
South Africa,yesline_E_1cut,1.8717948717948718,1.4721893324227442,39
South Africa,noline_D_1cut,3.4594594594594597,1.7731734670201178,37
South Africa,yesline_D_1cut,3.097560975609756,1.6248827349809045,41
South Africa,new_no_3_1cut,3.95,1.449137674618944,40
South Africa,new_maybe_3_bad,3.138888888888889,1.4570572648375468,36
South Africa,maybe_4_1cut,3.6097560975609757,1.7157804169019966,41
South Africa,yesline_C_bad,2.8780487804878048,1.568360958950769,41
South Africa,noline_C_1cut,3.5555555555555554,1.61146684633144,36
South Africa,new_no_1_1cut,3.769230769230769,1.613455566911206,39
South Africa,maybe_6_1cut,3.5952380952380953,1.6829057885536856,42
South Africa,yesline_F_1cut,3.5,1.8397324220155997,40
South Africa,yesline_B_1cut,3.4,1.6610160622264791,40
South Africa,yesline_B_badder,2.317073170731707,1.4906210851561825,41
South Africa,new_maybe_5_bad,1.975,1.45861718849193,40
South Africa,new_yes_10mod_1cut,1.9487179487179487,1.5551056479378862,39
South Africa,new_yes_10_bad,1.619047619047619,1.2087562838615071,42
South Africa,new_maybe_2_1cut,3.5,1.7541160386140586,40
South Africa,new_yes_7_1cut,1.6136363636363635,1.29786782375913,44
South Africa,new_maybe_3_badder,1.6,1.1047682202674098,40
South Africa,new_yes_10_1cut,1.6590909090909092,1.363019592723447,44
South Africa,new_yes_8_1cut,2.05,1.3765434228064857,40
South Africa,maybe_5_1cut,3.085714285714286,1.7718622402205337,35
South Africa,noline_B_1cut,4.0,1.4322297480788657,40
South Africa,yesline_D_badder,1.9743589743589745,1.4232501627054275,39
South Africa,new_yes_7esque_1cut,1.6,1.1723305738395524,40
South Africa,new_maybe_4_1cut,2.697674418604651,1.6114897532426948,43
South Africa,new_yes_9_1cut,3.1714285714285713,1.688816402198929,35
South Africa,new_maybe_4_bad,2.324324324324324,1.5644319887574043,37
South Africa,yesline_C_badder,1.9743589743589745,1.366655146259992,39
South Africa,new_no_2_1cut,4.341463414634147,1.2571745323852408,41
South Africa,noline_A_1cut,3.7567567567567566,1.6228473845786098,37
South Africa,yesline_B_bad,2.883720930232558,1.5767552928717612,43
South Africa,new_maybe_6_1cut,3.3947368421052633,1.732666647875473,38
South Africa,new_yes_9esque_1cut,2.8048780487804876,1.6465040570117335,41
Spain,new_maybe_3_badder,1.9090909090909092,1.3077565800741637,33
Spain,new_yes_10_bad,1.457142857142857,1.0666841735258004,35
Spain,new_maybe_4_1cut,2.7142857142857144,1.3569339855976195,28
Spain,new_no_1_1cut,3.625,1.5638135504313873,40
Spain,new_maybe_6_1cut,3.1142857142857143,1.2549063375273815,35
Spain,noline_D_1cut,3.4166666666666665,1.61023512036508,36
Spain,new_maybe_5_1cut,2.269230769230769,1.250845867649322,26
Spain,maybe_5_1cut,3.945945945945946,1.4709397212882873,37
Spain,new_maybe_1_1cut,3.28125,1.6310371724962358,32
Spain,new_maybe_2_1cut,3.71875,1.3966405545843488,32
Spain,yesline_B_1cut,3.857142857142857,1.3534891108203435,35
Spain,new_no_3_1cut,3.7714285714285714,1.3738249371674665,35
Spain,noline_A_1cut,4.303030303030303,1.2370541743606178,33
Spain,yesline_D_1cut,2.5,1.619015787820527,34
Spain,new_yes_7esque_1cut,2.057142857142857,1.4939654524483639,35
Spain,new_no_2_1cut,4.382352941176471,1.231276890365714,34
Spain,new_maybe_5_bad,1.8484848484848484,1.3491018336566585,33
Spain,yesline_C_bad,2.823529411764706,1.3135791548583708,34
Spain,new_yes_9esque_1cut,3.0285714285714285,1.424279266355945,35
Spain,yesline_B_bad,3.066666666666667,1.3628907749221197,30
Spain,yesline_B_badder,2.4594594594594597,1.3248604663341932,37
Spain,yesline_C_badder,2.103448275862069,1.1447029429446778,29
Spain,new_yes_10mod_1cut,2.096774193548387,1.2207876886032072,31
Spain,new_yes_8_1cut,2.4324324324324325,1.4632638658632764,37
Spain,yesline_E_1cut,1.4594594594594594,0.9004503377814964,37
Spain,noline_C_1cut,3.586206896551724,1.5472842886653826,29
Spain,yesline_D_badder,1.6774193548387097,1.248655190573537,31
Spain,new_yes_10_1cut,1.8529411764705883,1.3513708627005945,34
Spain,new_yes_9_1cut,3.1315789473684212,1.6303051054456354,38
Spain,new_maybe_3_bad,2.5555555555555554,1.3616050286218297,36
Spain,noline_B_1cut,4.205882352941177,1.225472370636848,34
Spain,yesline_F_1cut,3.6176470588235294,1.7410325372893463,34
Spain,yesline_C_1cut,3.757575757575758,1.4796600756234317,33
Spain,yesline_D_bad,2.5428571428571427,1.2448212048052418,35
Spain,new_maybe_4_bad,2.193548387096774,1.3764532886785439,31
Spain,maybe_6_1cut,3.3783783783783785,1.4972447167185938,37
Spain,maybe_4_1cut,4.153846153846154,1.0891440757832571,39
Spain,new_maybe_3_1cut,2.6842105263157894,1.4906059561946474,38
Spain,new_yes_7_1cut,1.8823529411764706,1.2001188295294294,34
Sweden,new_maybe_3_bad,2.3636363636363638,1.1677484162422846,33
Sweden,new_yes_10_bad,1.8285714285714285,1.1500822038577294,35
Sweden,yesline_C_1cut,4.3,1.1188047809743373,30
Sweden,noline_B_1cut,3.7586206896551726,1.353703185809554,29
Sweden,new_maybe_5_1cut,3.272727272727273,1.3980505908390635,33
Sweden,new_maybe_6_1cut,3.3636363636363638,1.5169496905422946,33
Sweden,yesline_E_1cut,1.588235294117647,1.1577838563870706,34
Sweden,yesline_D_bad,2.65625,1.382129609719912,32
Sweden,yesline_C_bad,2.875,1.51870063307527,32
Sweden,yesline_D_1cut,3.5,1.3064825110670781,30
Sweden,yesline_B_1cut,3.774193548387097,1.2030427373776003,31
Sweden,new_yes_9_1cut,3.3714285714285714,1.3950693485970358,35
Sweden,noline_A_1cut,4.0,1.212678125181665,35
Sweden,new_yes_8_1cut,2.4166666666666665,1.2128538629008951,24
Sweden,yesline_D_badder,2.1944444444444446,1.2608261338037612,36
Sweden,new_no_2_1cut,4.363636363636363,1.1129404133359357,33
Sweden,maybe_6_1cut,3.6176470588235294,1.5178674410591497,34
Sweden,new_yes_10mod_1cut,1.7142857142857142,1.152272143391905,35
Sweden,new_maybe_1_1cut,3.4571428571428573,1.3793190379326175,35
Sweden,maybe_5_1cut,4.185185185185185,1.075497632119735,27
Sweden,new_no_3_1cut,4.0,1.2649110640673515,36
Sweden,new_no_1_1cut,4.264705882352941,1.081772494129546,34
Sweden,noline_C_1cut,4.085714285714285,1.2688908674954853,35
Sweden,new_maybe_5_bad,2.08,1.1518101695447331,25
Sweden,yesline_B_badder,2.5277777777777777,1.298044927928396,36
Sweden,new_yes_9esque_1cut,3.25,1.4632243987255136,40
Sweden,new_yes_10_1cut,1.911764705882353,1.4220694919478087,34
Sweden,new_maybe_4_bad,2.7058823529411766,1.404093836212974,34
Sweden,yesline_C_badder,2.28125,1.2504031607910024,32
Sweden,noline_D_1cut,3.8484848484848486,1.4387757843304696,33
Sweden,new_maybe_2_1cut,3.65625,1.1807426585867267,32
Sweden,new_yes_7_1cut,2.096774193548387,1.468669209628849,31
Sweden,maybe_4_1cut,4.321428571428571,1.0559731838826993,28
Sweden,new_maybe_3_1cut,3.4242424242424243,1.2754975262202353,33
Sweden,new_maybe_3_badder,1.967741935483871,1.2775985537390566,31
Sweden,new_yes_7esque_1cut,1.8125,1.20315445607008,32
Sweden,new_maybe_4_1cut,3.25,1.2181424250644648,32
Sweden,yesline_B_bad,3.0606060606060606,1.4128737102841575,33
Sweden,yesline_F_1cut,3.72972972972973,1.4462335881840083,37
Turkey,noline_A_1cut,3.5714285714285716,1.6677867384776799,35
Turkey,new_yes_10mod_1cut,1.2962962962962963,0.9533267586887031,27
Turkey,new_maybe_6_1cut,2.8484848484848486,1.679308118713108,33
Turkey,noline_B_1cut,3.888888888888889,1.5816406992700018,36
Turkey,yesline_B_1cut,2.7333333333333334,1.818171368830997,30
Turkey,new_maybe_3_badder,1.6578947368421053,1.0724136905855566,38
Turkey,new_yes_9_1cut,2.5714285714285716,1.632135272034303,35
Turkey,maybe_5_1cut,3.1666666666666665,1.7237355852380873,30
Turkey,new_maybe_2_1cut,2.6666666666666665,1.6708281379802852,33
Turkey,new_maybe_5_1cut,2.6470588235294117,1.7212108659080054,34
Turkey,new_no_3_1cut,3.1794871794871793,1.745246097437488,39
Turkey,new_maybe_5_bad,1.3636363636363635,0.6990252954195317,33
Turkey,noline_D_1cut,3.1842105263157894,1.7375855126986572,38
Turkey,new_yes_7_1cut,1.1875,0.535061045658012,32
Turkey,new_yes_10_1cut,1.2,0.7592566023652966,35
Turkey,new_maybe_3_1cut,2.9,1.5391444107819703,30
Turkey,yesline_E_1cut,1.6944444444444444,1.3270686158262923,36
Turkey,new_yes_8_1cut,1.837837837837838,1.3231593822177097,37
Turkey,maybe_4_1cut,2.6923076923076925,1.808661123795374,39
Turkey,noline_C_1cut,2.7941176470588234,1.6473930142244468,34
Turkey,new_maybe_4_1cut,2.5,1.5657627225176254,32
Turkey,yesline_D_badder,1.5405405405405406,0.9004503377814962,37
Turkey,yesline_C_1cut,3.411764705882353,1.7428233287055273,34
Turkey,yesline_B_bad,1.8571428571428572,1.2161379842101205,35
Turkey,new_maybe_4_bad,1.7575757575757576,1.1734112405265,33
Turkey,yesline_D_bad,2.0,1.2188988004400882,36
Turkey,new_no_2_1cut,3.4864864864864864,1.6435331457567874,37
Turkey,yesline_F_1cut,3.611111111111111,1.6261747890200622,36
Turkey,new_maybe_3_bad,2.361111111111111,1.3554709835705032,36
Turkey,new_maybe_1_1cut,2.5277777777777777,1.4037930476515834,36
Turkey,new_yes_9esque_1cut,2.735294117647059,1.6932812601647003,34
Turkey,yesline_B_badder,1.9722222222222223,1.3832903034041928,36
Turkey,new_yes_10_bad,1.34375,0.8273305303514508,32
Turkey,yesline_D_1cut,2.15625,1.4615364209206076,32
Turkey,yesline_C_bad,2.59375,1.521022046032249,32
Turkey,new_no_1_1cut,3.081081081081081,1.846594137841315,37
Turkey,yesline_C_badder,1.8857142857142857,1.2549063375273817,35
Turkey,new_yes_7esque_1cut,1.2285714285714286,0.6456057021813513,35
Turkey,maybe_6_1cut,3.2666666666666666,1.6386144974533723,30
Ukraine,new_yes_9esque_1cut,3.75,1.0472698761772856,32
Ukraine,new_maybe_4_bad,2.9,1.6763819404468692,40
Ukraine,new_no_1_1cut,4.266666666666667,1.1755076272905172,45
Ukraine,new_no_3_1cut,4.3428571428571425,1.3271565611543823,35
Ukraine,yesline_D_bad,2.697674418604651,1.4398228019435857,43
Ukraine,yesline_D_1cut,3.0851063829787235,1.5011558913636394,47
Ukraine,yesline_F_1cut,4.6,0.9818872461248103,40
Ukraine,yesline_B_badder,2.1914893617021276,1.3127849234810511,47
Ukraine,yesline_E_1cut,1.525,0.9867714774546074,40
Ukraine,yesline_C_1cut,3.6097560975609757,1.530980874806864,41
Ukraine,new_yes_7esque_1cut,2.2093023255813953,1.6118333178459465,43
Ukraine,new_yes_7_1cut,1.9189189189189189,1.4410331628996524,37
Ukraine,new_maybe_5_1cut,3.227272727272727,1.7234853324968926,44
Ukraine,new_maybe_3_bad,3.1914893617021276,1.5271214449064168,47
Ukraine,new_yes_10_1cut,1.9318181818181819,1.469024787618806,44
Ukraine,new_maybe_6_1cut,3.8421052631578947,1.366121275718796,38
Ukraine,yesline_D_badder,2.738095238095238,1.7258370017362985,42
Ukraine,new_maybe_5_bad,1.95,1.338770963349479,40
Ukraine,new_maybe_3_badder,1.9767441860465116,1.3538019144163216,43
Ukraine,noline_B_1cut,4.421052631578948,1.0813299855712826,38
Ukraine,yesline_B_1cut,4.25,1.3489875617886418,44
Ukraine,maybe_5_1cut,4.046511627906977,1.2901363599412756,43
Ukraine,new_yes_9_1cut,3.6666666666666665,1.5675276256394517,36
Ukraine,yesline_C_bad,3.466666666666667,1.5462564764323836,45
Ukraine,noline_A_1cut,4.488372093023256,1.0321520057686184,43
Ukraine,noline_C_1cut,4.204545454545454,1.3220763348215328,44
Ukraine,new_yes_10_bad,1.9,1.3922864426767712,40
Ukraine,new_yes_10mod_1cut,1.8717948717948718,1.321472208909585,39
Ukraine,maybe_6_1cut,3.7,1.572194285638665,40
Ukraine,yesline_B_bad,3.025,1.476091512693625,40
Ukraine,new_maybe_2_1cut,3.604651162790698,1.5757014293523064,43
Ukraine,new_yes_8_1cut,2.473684210526316,1.6722996321664234,38
Ukraine,new_maybe_3_1cut,3.525,1.5849856425783444,40
Ukraine,maybe_4_1cut,4.051282051282051,1.4858759236419572,39
Ukraine,new_maybe_1_1cut,3.36734693877551,1.5504552765642259,49
Ukraine,yesline_C_badder,2.4186046511627906,1.4181234773885907,43
Ukraine,new_maybe_4_1cut,3.2325581395348837,1.3944995569724847,43
Ukraine,noline_D_1cut,4.205882352941177,1.0668393354005714,34
Ukraine,new_no_2_1cut,4.5813953488372094,1.0742119623137008,43
United Kingdom,new_yes_10_bad,1.8846153846153846,1.3950461806527572,26
United Kingdom,yesline_D_badder,2.066666666666667,1.436790804568276,30
United Kingdom,noline_A_1cut,3.586206896551724,1.5472842886653828,29
United Kingdom,yesline_D_1cut,2.533333333333333,1.71671967332515,30
United Kingdom,new_maybe_5_1cut,2.7419354838709675,1.3408390889161874,31
United Kingdom,yesline_C_bad,3.3225806451612905,1.4465383224372488,31
United Kingdom,yesline_C_1cut,3.2903225806451615,1.73577165140074,31
United Kingdom,new_yes_9_1cut,3.4,1.6733200530681507,30
United Kingdom,new_yes_8_1cut,2.2142857142857144,1.2868895275370984,28
United Kingdom,noline_B_1cut,3.7333333333333334,1.507071454117585,30
United Kingdom,new_no_3_1cut,4.0,1.5,25
United Kingdom,new_maybe_6_1cut,3.5,1.6309506430300091,26
United Kingdom,new_maybe_4_bad,2.4193548387096775,1.5443271144932798,31
United Kingdom,new_no_1_1cut,3.392857142857143,1.7709442075467499,28
United Kingdom,yesline_B_badder,2.3666666666666667,1.5862193902556445,30
United Kingdom,maybe_5_1cut,3.2142857142857144,1.6183471874253743,28
United Kingdom,noline_C_1cut,3.6333333333333333,1.5862193902556445,30
United Kingdom,yesline_C_badder,2.3548387096774195,1.473055488811701,31
United Kingdom,maybe_6_1cut,3.5833333333333335,1.5298953265321544,24
United Kingdom,new_yes_9esque_1cut,3.566666666666667,1.5905612397739561,30
United Kingdom,new_maybe_1_1cut,3.09375,1.766340759145685,32
United Kingdom,noline_D_1cut,3.8275862068965516,1.5369023929701071,29
United Kingdom,yesline_B_bad,3.3214285714285716,1.4670093394782469,28
United Kingdom,new_maybe_3_bad,3.0,1.4392458342578487,29
United Kingdom,new_maybe_4_1cut,3.0,1.61245154965971,31
United Kingdom,new_maybe_3_badder,2.032258064516129,1.4019955056452436,31
United Kingdom,new_yes_10mod_1cut,2.4615384615384617,1.580652250958932,26
United Kingdom,yesline_D_bad,2.566666666666667,1.3308885632599343,30
United Kingdom,new_yes_7_1cut,1.962962962962963,1.4801632311617494,27
United Kingdom,yesline_E_1cut,1.7407407407407407,1.19590945735847,27
United Kingdom,new_yes_7esque_1cut,2.25,1.7976321874848264,28
United Kingdom,new_maybe_3_1cut,3.0,1.5118578920369088,29
United Kingdom,new_maybe_5_bad,2.09375,1.552508376165654,32
United Kingdom,new_no_2_1cut,4.464285714285714,0.9993384054849732,28
United Kingdom,new_maybe_2_1cut,3.5,1.5297058540778354,26
United Kingdom,yesline_F_1cut,3.1666666666666665,1.7237355852380876,30
United Kingdom,new_yes_10_1cut,2.125,1.6412033350858066,32
United Kingdom,maybe_4_1cut,3.3,1.556964331972471,30
United Kingdom,yesline_B_1cut,3.7037037037037037,1.539600717839002,27
United States,noline_B_1cut,3.6486486486486487,1.6702663828832183,37
United States,new_maybe_1_1cut,3.3142857142857145,1.6408647033774344,35
United States,new_no_3_1cut,3.7333333333333334,1.4840144374549435,30
United States,yesline_B_badder,2.257142857142857,1.5018196246134055,35
United States,new_maybe_3_1cut,3.257142857142857,1.5404899362532294,35
United States,new_maybe_3_bad,2.942857142857143,1.3707631438868844,35
United States,yesline_D_badder,2.4242424242424243,1.521313228560752,33
United States,yesline_B_bad,3.1875,1.281065584682558,32
United States,new_yes_9_1cut,3.4,1.4592504119258907,35
United States,new_maybe_6_1cut,3.085714285714286,1.578745379974211,35
United States,maybe_6_1cut,3.5,1.5701965613830997,30
United States,yesline_C_bad,2.875,1.5397947077242093,32
United States,yesline_F_1cut,3.764705882352941,1.4576615463133795,34
United States,new_maybe_2_1cut,3.3125,1.6350495701275216,32
United States,new_maybe_5_bad,1.8108108108108107,1.2210614198274348,37
United States,new_yes_8_1cut,2.088235294117647,1.13798458366358,34
United States,new_maybe_4_bad,2.303030303030303,1.237054174360618,33
United States,new_no_2_1cut,4.195121951219512,1.345724938371916,41
United States,yesline_D_1cut,2.064516129032258,1.436093865803294,31
United States,yesline_D_bad,2.3333333333333335,1.4735767952260144,36
United States,new_yes_10_1cut,2.325,1.591443466696919,40
United States,yesline_E_1cut,1.7297297297297298,1.0966780305553234,37
United States,noline_D_1cut,3.3684210526315788,1.4963207603729842,38
United States,yesline_C_1cut,2.8285714285714287,1.740279123753264,35
United States,new_maybe_5_1cut,2.891891891891892,1.523588304405531,37
United States,new_yes_7esque_1cut,2.085714285714286,1.1973359784864694,35
United States,noline_C_1cut,3.8857142857142857,1.4905867098212695,35
United States,yesline_B_1cut,2.8974358974358974,1.6669365503485691,39
United States,maybe_4_1cut,3.411764705882353,1.653602991062217,34
United States,yesline_C_badder,2.129032258064516,1.4315943439366468,31
United States,new_no_1_1cut,3.2758620689655173,1.645264888011696,29
United States,new_yes_7_1cut,1.8333333333333333,1.4636517423090194,42
United States,new_yes_10_bad,2.0,1.3572417850765923,39
United States,new_maybe_3_badder,1.8076923076923077,0.9805806756909201,26
United States,noline_A_1cut,3.3823529411764706,1.5957273611277376,34
United States,new_maybe_4_1cut,3.0384615384615383,1.4554935721127518,26
United States,new_yes_10mod_1cut,1.7666666666666666,1.2780193008453877,30
United States,new_yes_9esque_1cut,3.0357142857142856,1.59819673514646,28
United States,maybe_5_1cut,3.1379310344827585,1.8072105168509696,29
Vietnam,new_yes_10mod_1cut,1.7941176470588236,1.2254723706368478,34
Vietnam,new_yes_10_1cut,1.5769230769230769,1.1721118350422683,26
Vietnam,noline_A_1cut,3.484848484848485,1.6225214197586912,33
Vietnam,new_maybe_6_1cut,3.235294117647059,1.7418002447730976,34
Vietnam,new_maybe_4_bad,2.4722222222222223,1.5021149111666545,36
Vietnam,new_maybe_3_1cut,3.4571428571428573,1.5404899362532294,35
Vietnam,new_yes_8_1cut,2.4615384615384617,1.5702187887471009,39
Vietnam,maybe_5_1cut,3.888888888888889,1.581640699270002,36
Vietnam,new_maybe_1_1cut,3.4473684210526314,1.5887674709703918,38
Vietnam,new_maybe_2_1cut,3.5128205128205128,1.5873147612074607,39
Vietnam,noline_B_1cut,3.7058823529411766,1.6972243251798433,34
Vietnam,yesline_B_bad,3.0,1.5811388300841898,37
Vietnam,yesline_E_1cut,1.475,1.154422932764378,40
Vietnam,new_yes_10_bad,1.3243243243243243,0.9733691218892488,37
Vietnam,new_no_2_1cut,4.310344827586207,1.3121260903005056,29
Vietnam,yesline_C_badder,2.0625,1.522678031330581,32
Vietnam,noline_D_1cut,3.6341463414634148,1.5452523671066745,41
Vietnam,yesline_F_1cut,4.051282051282051,1.431758542358569,39
Vietnam,new_yes_9_1cut,3.5714285714285716,1.6321352720343028,35
Vietnam,new_yes_9esque_1cut,4.068965517241379,1.193166090784114,29
Vietnam,new_no_1_1cut,3.242424242424242,1.768302558781709,33
Vietnam,new_no_3_1cut,3.6785714285714284,1.8064405645432993,28
Vietnam,yesline_C_1cut,4.17948717948718,1.3740411943528754,39
Vietnam,yesline_B_badder,2.2666666666666666,1.4367908045682762,30
Vietnam,new_maybe_3_bad,3.1025641025641026,1.5525000516123695,39
Vietnam,maybe_6_1cut,3.5526315789473686,1.6224334146342538,38
Vietnam,new_maybe_3_badder,1.7941176470588236,1.1222113387281618,34
Vietnam,maybe_4_1cut,3.4390243902439024,1.6740486923594078,41
Vietnam,new_maybe_4_1cut,2.7857142857142856,1.4404557931384294,42
Vietnam,yesline_B_1cut,3.4166666666666665,1.6102351203650795,36
Vietnam,new_yes_7esque_1cut,1.7575757575757576,1.275497526220235,33
Vietnam,yesline_D_badder,2.054054054054054,1.432673219039343,37
Vietnam,new_maybe_5_1cut,3.0454545454545454,1.5879688352247414,22
Vietnam,noline_C_1cut,3.8780487804878048,1.5999237786722764,41
Vietnam,yesline_D_1cut,3.096774193548387,1.468669209628849,31
Vietnam,new_maybe_5_bad,1.7941176470588236,1.1488970142602486,34
Vietnam,new_yes_7_1cut,1.8421052631578947,1.3054214560092798,38
Vietnam,yesline_C_bad,2.864864864864865,1.6526437097061277,37
Vietnam,yesline_D_bad,2.4827586206896552,1.3789408372052498,29
