participant_id,joe_context,stimulus,condition,univ_judgment,excluded
R_26kYaGxKqcDzQh2,No 1,no_line_1,1cut,50.0,False
R_26kYaGxKqcDzQh2,No 2,no_line_2,1cut,50.0,False
R_26kYaGxKqcDzQh2,No 3,no_line_3,1cut,31.0,False
R_26kYaGxKqcDzQh2,Yes 1,yes_line_7,1cut,-50.0,False
R_26kYaGxKqcDzQh2,Yes 2,yes_line_8,1cut,-50.0,False
R_26kYaGxKqcDzQh2,Yes 3,yes_line_9,1cut,-50.0,False
R_26kYaGxKqcDzQh2,Yes 4,yes_line_10,1cut,-50.0,False
R_26kYaGxKqcDzQh2,New Yes 7,7esque,1cut,-50.0,False
R_26kYaGxKqcDzQh2,New Yes 9,9esque,1cut,50.0,False
R_26kYaGxKqcDzQh2,New Yes 10,10esque,1cut,-50.0,False
R_26kYaGxKqcDzQh2,Maybe 1,maybe_4,1cut,50.0,False
R_26kYaGxKqcDzQh2,Maybe 2,maybe_5,1cut,50.0,False
R_26kYaGxKqcDzQh2,Maybe 3,maybe_6,1cut,50.0,False
R_26kYaGxKqcDzQh2,New Maybe 1,new_maybe_1,1cut,50.0,False
R_26kYaGxKqcDzQh2,New Maybe 2,new_maybe_2,1cut,50.0,False
R_26kYaGxKqcDzQh2,New Maybe 3,new_maybe_3,1cut,20.0,False
R_26kYaGxKqcDzQh2,New Maybe 4,new_maybe_4,1cut,30.0,False
R_26kYaGxKqcDzQh2,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_26kYaGxKqcDzQh2,New Maybe 6,new_maybe_6,1cut,22.0,False
R_26kYaGxKqcDzQh2,No A,no_line_A,1cut,50.0,False
R_26kYaGxKqcDzQh2,No B,no_line_B,1cut,50.0,False
R_26kYaGxKqcDzQh2,No C,no_line_C,1cut,50.0,False
R_26kYaGxKqcDzQh2,No D,no_line_D,1cut,50.0,False
R_26kYaGxKqcDzQh2,Yes B,yes_line_B,1cut,34.0,False
R_26kYaGxKqcDzQh2,Yes C,yes_line_C,1cut,50.0,False
R_26kYaGxKqcDzQh2,Yes D,yes_line_D,1cut,50.0,False
R_26kYaGxKqcDzQh2,Yes E,yes_line_E,1cut,-50.0,False
R_26kYaGxKqcDzQh2,Yes F,yes_line_F,1cut,50.0,False
R_1rIDbUD7D19jHwL,No 1,no_line_1,1cut,-23.0,False
R_1rIDbUD7D19jHwL,No 2,no_line_2,1cut,23.0,False
R_1rIDbUD7D19jHwL,No 3,no_line_3,1cut,5.0,False
R_1rIDbUD7D19jHwL,Yes 1,yes_line_7,1cut,-42.0,False
R_1rIDbUD7D19jHwL,Yes 2,yes_line_8,1cut,-24.0,False
R_1rIDbUD7D19jHwL,Yes 3,yes_line_9,1cut,-21.0,False
R_1rIDbUD7D19jHwL,Yes 4,yes_line_10,1cut,-38.0,False
R_1rIDbUD7D19jHwL,New Yes 7,7esque,1cut,-50.0,False
R_1rIDbUD7D19jHwL,New Yes 9,9esque,1cut,4.0,False
R_1rIDbUD7D19jHwL,New Yes 10,10esque,1cut,-18.0,False
R_1rIDbUD7D19jHwL,Maybe 1,maybe_4,1cut,50.0,False
R_1rIDbUD7D19jHwL,Maybe 2,maybe_5,1cut,5.0,False
R_1rIDbUD7D19jHwL,Maybe 3,maybe_6,1cut,46.0,False
R_1rIDbUD7D19jHwL,New Maybe 1,new_maybe_1,1cut,-21.0,False
R_1rIDbUD7D19jHwL,New Maybe 2,new_maybe_2,1cut,14.0,False
R_1rIDbUD7D19jHwL,New Maybe 3,new_maybe_3,1cut,27.0,False
R_1rIDbUD7D19jHwL,New Maybe 4,new_maybe_4,1cut,14.0,False
R_1rIDbUD7D19jHwL,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_1rIDbUD7D19jHwL,New Maybe 6,new_maybe_6,1cut,14.0,False
R_1rIDbUD7D19jHwL,No A,no_line_A,1cut,50.0,False
R_1rIDbUD7D19jHwL,No B,no_line_B,1cut,50.0,False
R_1rIDbUD7D19jHwL,No C,no_line_C,1cut,50.0,False
R_1rIDbUD7D19jHwL,No D,no_line_D,1cut,50.0,False
R_1rIDbUD7D19jHwL,Yes B,yes_line_B,1cut,14.0,False
R_1rIDbUD7D19jHwL,Yes C,yes_line_C,1cut,50.0,False
R_1rIDbUD7D19jHwL,Yes D,yes_line_D,1cut,50.0,False
R_1rIDbUD7D19jHwL,Yes E,yes_line_E,1cut,-7.0,False
R_1rIDbUD7D19jHwL,Yes F,yes_line_F,1cut,-12.0,False
R_2zGesJmcZ2DxCol,No 1,no_line_1,1cut,30.0,False
R_2zGesJmcZ2DxCol,No 2,no_line_2,1cut,50.0,False
R_2zGesJmcZ2DxCol,No 3,no_line_3,1cut,26.0,False
R_2zGesJmcZ2DxCol,Yes 1,yes_line_7,1cut,-50.0,False
R_2zGesJmcZ2DxCol,Yes 2,yes_line_8,1cut,-30.0,False
R_2zGesJmcZ2DxCol,Yes 3,yes_line_9,1cut,-41.0,False
R_2zGesJmcZ2DxCol,Yes 4,yes_line_10,1cut,-40.0,False
R_2zGesJmcZ2DxCol,New Yes 7,7esque,1cut,-50.0,False
R_2zGesJmcZ2DxCol,New Yes 9,9esque,1cut,11.0,False
R_2zGesJmcZ2DxCol,New Yes 10,10esque,1cut,-31.0,False
R_2zGesJmcZ2DxCol,Maybe 1,maybe_4,1cut,50.0,False
R_2zGesJmcZ2DxCol,Maybe 2,maybe_5,1cut,16.0,False
R_2zGesJmcZ2DxCol,Maybe 3,maybe_6,1cut,50.0,False
R_2zGesJmcZ2DxCol,New Maybe 1,new_maybe_1,1cut,14.0,False
R_2zGesJmcZ2DxCol,New Maybe 2,new_maybe_2,1cut,7.0,False
R_2zGesJmcZ2DxCol,New Maybe 3,new_maybe_3,1cut,9.0,False
R_2zGesJmcZ2DxCol,New Maybe 4,new_maybe_4,1cut,11.0,False
R_2zGesJmcZ2DxCol,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_2zGesJmcZ2DxCol,New Maybe 6,new_maybe_6,1cut,7.0,False
R_2zGesJmcZ2DxCol,No A,no_line_A,1cut,50.0,False
R_2zGesJmcZ2DxCol,No B,no_line_B,1cut,50.0,False
R_2zGesJmcZ2DxCol,No C,no_line_C,1cut,50.0,False
R_2zGesJmcZ2DxCol,No D,no_line_D,1cut,50.0,False
R_2zGesJmcZ2DxCol,Yes B,yes_line_B,1cut,22.0,False
R_2zGesJmcZ2DxCol,Yes C,yes_line_C,1cut,10.0,False
R_2zGesJmcZ2DxCol,Yes D,yes_line_D,1cut,15.0,False
R_2zGesJmcZ2DxCol,Yes E,yes_line_E,1cut,-16.0,False
R_2zGesJmcZ2DxCol,Yes F,yes_line_F,1cut,-8.0,False
R_3dLWRwgFtRAUU16,No 1,no_line_1,1cut,-10.0,False
R_3dLWRwgFtRAUU16,No 2,no_line_2,1cut,20.0,False
R_3dLWRwgFtRAUU16,No 3,no_line_3,1cut,-20.0,False
R_3dLWRwgFtRAUU16,Yes 1,yes_line_7,1cut,-40.0,False
R_3dLWRwgFtRAUU16,Yes 2,yes_line_8,1cut,-40.0,False
R_3dLWRwgFtRAUU16,Yes 3,yes_line_9,1cut,-20.0,False
R_3dLWRwgFtRAUU16,Yes 4,yes_line_10,1cut,-50.0,False
R_3dLWRwgFtRAUU16,New Yes 7,7esque,1cut,-10.0,False
R_3dLWRwgFtRAUU16,New Yes 9,9esque,1cut,10.0,False
R_3dLWRwgFtRAUU16,New Yes 10,10esque,1cut,-40.0,False
R_3dLWRwgFtRAUU16,Maybe 1,maybe_4,1cut,40.0,False
R_3dLWRwgFtRAUU16,Maybe 2,maybe_5,1cut,-10.0,False
R_3dLWRwgFtRAUU16,Maybe 3,maybe_6,1cut,10.0,False
R_3dLWRwgFtRAUU16,New Maybe 1,new_maybe_1,1cut,-30.0,False
R_3dLWRwgFtRAUU16,New Maybe 2,new_maybe_2,1cut,20.0,False
R_3dLWRwgFtRAUU16,New Maybe 3,new_maybe_3,1cut,-31.0,False
R_3dLWRwgFtRAUU16,New Maybe 4,new_maybe_4,1cut,-30.0,False
R_3dLWRwgFtRAUU16,New Maybe 5,new_maybe_5,1cut,-41.0,False
R_3dLWRwgFtRAUU16,New Maybe 6,new_maybe_6,1cut,-30.0,False
R_3dLWRwgFtRAUU16,No A,no_line_A,1cut,50.0,False
R_3dLWRwgFtRAUU16,No B,no_line_B,1cut,10.0,False
R_3dLWRwgFtRAUU16,No C,no_line_C,1cut,42.0,False
R_3dLWRwgFtRAUU16,No D,no_line_D,1cut,-10.0,False
R_3dLWRwgFtRAUU16,Yes B,yes_line_B,1cut,-31.0,False
R_3dLWRwgFtRAUU16,Yes C,yes_line_C,1cut,15.0,False
R_3dLWRwgFtRAUU16,Yes D,yes_line_D,1cut,-20.0,False
R_3dLWRwgFtRAUU16,Yes E,yes_line_E,1cut,-50.0,False
R_3dLWRwgFtRAUU16,Yes F,yes_line_F,1cut,15.0,False
R_2YRJa3vIbwJ9jsl,No 1,no_line_1,1cut,50.0,False
R_2YRJa3vIbwJ9jsl,No 2,no_line_2,1cut,-9.0,False
R_2YRJa3vIbwJ9jsl,No 3,no_line_3,1cut,-16.0,False
R_2YRJa3vIbwJ9jsl,Yes 1,yes_line_7,1cut,-32.0,False
R_2YRJa3vIbwJ9jsl,Yes 2,yes_line_8,1cut,-50.0,False
R_2YRJa3vIbwJ9jsl,Yes 3,yes_line_9,1cut,-46.0,False
R_2YRJa3vIbwJ9jsl,Yes 4,yes_line_10,1cut,-50.0,False
R_2YRJa3vIbwJ9jsl,New Yes 7,7esque,1cut,40.0,False
R_2YRJa3vIbwJ9jsl,New Yes 9,9esque,1cut,28.0,False
R_2YRJa3vIbwJ9jsl,New Yes 10,10esque,1cut,-50.0,False
R_2YRJa3vIbwJ9jsl,Maybe 1,maybe_4,1cut,31.0,False
R_2YRJa3vIbwJ9jsl,Maybe 2,maybe_5,1cut,20.0,False
R_2YRJa3vIbwJ9jsl,Maybe 3,maybe_6,1cut,-43.0,False
R_2YRJa3vIbwJ9jsl,New Maybe 1,new_maybe_1,1cut,-35.0,False
R_2YRJa3vIbwJ9jsl,New Maybe 2,new_maybe_2,1cut,-43.0,False
R_2YRJa3vIbwJ9jsl,New Maybe 3,new_maybe_3,1cut,28.0,False
R_2YRJa3vIbwJ9jsl,New Maybe 4,new_maybe_4,1cut,-45.0,False
R_2YRJa3vIbwJ9jsl,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_2YRJa3vIbwJ9jsl,New Maybe 6,new_maybe_6,1cut,-36.0,False
R_2YRJa3vIbwJ9jsl,No A,no_line_A,1cut,-50.0,False
R_2YRJa3vIbwJ9jsl,No B,no_line_B,1cut,50.0,False
R_2YRJa3vIbwJ9jsl,No C,no_line_C,1cut,10.0,False
R_2YRJa3vIbwJ9jsl,No D,no_line_D,1cut,-18.0,False
R_2YRJa3vIbwJ9jsl,Yes B,yes_line_B,1cut,-44.0,False
R_2YRJa3vIbwJ9jsl,Yes C,yes_line_C,1cut,-42.0,False
R_2YRJa3vIbwJ9jsl,Yes D,yes_line_D,1cut,-49.0,False
R_2YRJa3vIbwJ9jsl,Yes E,yes_line_E,1cut,25.0,False
R_2YRJa3vIbwJ9jsl,Yes F,yes_line_F,1cut,-46.0,False
R_1gpcMqQw3MgxmQj,No 1,no_line_1,1cut,50.0,False
R_1gpcMqQw3MgxmQj,No 2,no_line_2,1cut,50.0,False
R_1gpcMqQw3MgxmQj,No 3,no_line_3,1cut,50.0,False
R_1gpcMqQw3MgxmQj,Yes 1,yes_line_7,1cut,-21.0,False
R_1gpcMqQw3MgxmQj,Yes 2,yes_line_8,1cut,-50.0,False
R_1gpcMqQw3MgxmQj,Yes 3,yes_line_9,1cut,-50.0,False
R_1gpcMqQw3MgxmQj,Yes 4,yes_line_10,1cut,-50.0,False
R_1gpcMqQw3MgxmQj,New Yes 7,7esque,1cut,-41.0,False
R_1gpcMqQw3MgxmQj,New Yes 9,9esque,1cut,41.0,False
R_1gpcMqQw3MgxmQj,New Yes 10,10esque,1cut,-50.0,False
R_1gpcMqQw3MgxmQj,Maybe 1,maybe_4,1cut,50.0,False
R_1gpcMqQw3MgxmQj,Maybe 2,maybe_5,1cut,40.0,False
R_1gpcMqQw3MgxmQj,Maybe 3,maybe_6,1cut,9.0,False
R_1gpcMqQw3MgxmQj,New Maybe 1,new_maybe_1,1cut,7.0,False
R_1gpcMqQw3MgxmQj,New Maybe 2,new_maybe_2,1cut,9.0,False
R_1gpcMqQw3MgxmQj,New Maybe 3,new_maybe_3,1cut,18.0,False
R_1gpcMqQw3MgxmQj,New Maybe 4,new_maybe_4,1cut,19.0,False
R_1gpcMqQw3MgxmQj,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_1gpcMqQw3MgxmQj,New Maybe 6,new_maybe_6,1cut,-50.0,False
R_1gpcMqQw3MgxmQj,No A,no_line_A,1cut,50.0,False
R_1gpcMqQw3MgxmQj,No B,no_line_B,1cut,50.0,False
R_1gpcMqQw3MgxmQj,No C,no_line_C,1cut,50.0,False
R_1gpcMqQw3MgxmQj,No D,no_line_D,1cut,50.0,False
R_1gpcMqQw3MgxmQj,Yes B,yes_line_B,1cut,7.0,False
R_1gpcMqQw3MgxmQj,Yes C,yes_line_C,1cut,27.0,False
R_1gpcMqQw3MgxmQj,Yes D,yes_line_D,1cut,2.0,False
R_1gpcMqQw3MgxmQj,Yes E,yes_line_E,1cut,-8.0,False
R_1gpcMqQw3MgxmQj,Yes F,yes_line_F,1cut,8.0,False
R_3g0FAV2qa3JazkP,No 1,no_line_1,1cut,35.0,False
R_3g0FAV2qa3JazkP,No 2,no_line_2,1cut,20.0,False
R_3g0FAV2qa3JazkP,No 3,no_line_3,1cut,-10.0,False
R_3g0FAV2qa3JazkP,Yes 1,yes_line_7,1cut,-50.0,False
R_3g0FAV2qa3JazkP,Yes 2,yes_line_8,1cut,-50.0,False
R_3g0FAV2qa3JazkP,Yes 3,yes_line_9,1cut,-50.0,False
R_3g0FAV2qa3JazkP,Yes 4,yes_line_10,1cut,-50.0,False
R_3g0FAV2qa3JazkP,New Yes 7,7esque,1cut,-50.0,False
R_3g0FAV2qa3JazkP,New Yes 9,9esque,1cut,20.0,False
R_3g0FAV2qa3JazkP,New Yes 10,10esque,1cut,-50.0,False
R_3g0FAV2qa3JazkP,Maybe 1,maybe_4,1cut,50.0,False
R_3g0FAV2qa3JazkP,Maybe 2,maybe_5,1cut,15.0,False
R_3g0FAV2qa3JazkP,Maybe 3,maybe_6,1cut,35.0,False
R_3g0FAV2qa3JazkP,New Maybe 1,new_maybe_1,1cut,12.0,False
R_3g0FAV2qa3JazkP,New Maybe 2,new_maybe_2,1cut,40.0,False
R_3g0FAV2qa3JazkP,New Maybe 3,new_maybe_3,1cut,-40.0,False
R_3g0FAV2qa3JazkP,New Maybe 4,new_maybe_4,1cut,-45.0,False
R_3g0FAV2qa3JazkP,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_3g0FAV2qa3JazkP,New Maybe 6,new_maybe_6,1cut,-40.0,False
R_3g0FAV2qa3JazkP,No A,no_line_A,1cut,50.0,False
R_3g0FAV2qa3JazkP,No B,no_line_B,1cut,50.0,False
R_3g0FAV2qa3JazkP,No C,no_line_C,1cut,50.0,False
R_3g0FAV2qa3JazkP,No D,no_line_D,1cut,25.0,False
R_3g0FAV2qa3JazkP,Yes B,yes_line_B,1cut,-45.0,False
R_3g0FAV2qa3JazkP,Yes C,yes_line_C,1cut,5.0,False
R_3g0FAV2qa3JazkP,Yes D,yes_line_D,1cut,-40.0,False
R_3g0FAV2qa3JazkP,Yes E,yes_line_E,1cut,-50.0,False
R_3g0FAV2qa3JazkP,Yes F,yes_line_F,1cut,-45.0,False
R_2AEz7gp2X7S0kDc,No 1,no_line_1,1cut,39.0,False
R_2AEz7gp2X7S0kDc,No 2,no_line_2,1cut,30.0,False
R_2AEz7gp2X7S0kDc,No 3,no_line_3,1cut,32.0,False
R_2AEz7gp2X7S0kDc,Yes 1,yes_line_7,1cut,-43.0,False
R_2AEz7gp2X7S0kDc,Yes 2,yes_line_8,1cut,-41.0,False
R_2AEz7gp2X7S0kDc,Yes 3,yes_line_9,1cut,-29.0,False
R_2AEz7gp2X7S0kDc,Yes 4,yes_line_10,1cut,-50.0,False
R_2AEz7gp2X7S0kDc,New Yes 7,7esque,1cut,-48.0,False
R_2AEz7gp2X7S0kDc,New Yes 9,9esque,1cut,25.0,False
R_2AEz7gp2X7S0kDc,New Yes 10,10esque,1cut,-44.0,False
R_2AEz7gp2X7S0kDc,Maybe 1,maybe_4,1cut,46.0,False
R_2AEz7gp2X7S0kDc,Maybe 2,maybe_5,1cut,31.0,False
R_2AEz7gp2X7S0kDc,Maybe 3,maybe_6,1cut,-16.0,False
R_2AEz7gp2X7S0kDc,New Maybe 1,new_maybe_1,1cut,-13.0,False
R_2AEz7gp2X7S0kDc,New Maybe 2,new_maybe_2,1cut,-23.0,False
R_2AEz7gp2X7S0kDc,New Maybe 3,new_maybe_3,1cut,-41.0,False
R_2AEz7gp2X7S0kDc,New Maybe 4,new_maybe_4,1cut,-41.0,False
R_2AEz7gp2X7S0kDc,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_2AEz7gp2X7S0kDc,New Maybe 6,new_maybe_6,1cut,-50.0,False
R_2AEz7gp2X7S0kDc,No A,no_line_A,1cut,46.0,False
R_2AEz7gp2X7S0kDc,No B,no_line_B,1cut,50.0,False
R_2AEz7gp2X7S0kDc,No C,no_line_C,1cut,30.0,False
R_2AEz7gp2X7S0kDc,No D,no_line_D,1cut,41.0,False
R_2AEz7gp2X7S0kDc,Yes B,yes_line_B,1cut,-45.0,False
R_2AEz7gp2X7S0kDc,Yes C,yes_line_C,1cut,10.0,False
R_2AEz7gp2X7S0kDc,Yes D,yes_line_D,1cut,-37.0,False
R_2AEz7gp2X7S0kDc,Yes E,yes_line_E,1cut,-50.0,False
R_2AEz7gp2X7S0kDc,Yes F,yes_line_F,1cut,5.0,False
R_1kIcX7Z0ftlxVr6,No 1,no_line_1,1cut,-10.0,False
R_1kIcX7Z0ftlxVr6,No 2,no_line_2,1cut,-11.0,False
R_1kIcX7Z0ftlxVr6,No 3,no_line_3,1cut,-19.0,False
R_1kIcX7Z0ftlxVr6,Yes 1,yes_line_7,1cut,-36.0,False
R_1kIcX7Z0ftlxVr6,Yes 2,yes_line_8,1cut,-31.0,False
R_1kIcX7Z0ftlxVr6,Yes 3,yes_line_9,1cut,-18.0,False
R_1kIcX7Z0ftlxVr6,Yes 4,yes_line_10,1cut,-49.0,False
R_1kIcX7Z0ftlxVr6,New Yes 7,7esque,1cut,0.0,False
R_1kIcX7Z0ftlxVr6,New Yes 9,9esque,1cut,-18.0,False
R_1kIcX7Z0ftlxVr6,New Yes 10,10esque,1cut,-27.0,False
R_1kIcX7Z0ftlxVr6,Maybe 1,maybe_4,1cut,42.0,False
R_1kIcX7Z0ftlxVr6,Maybe 2,maybe_5,1cut,21.0,False
R_1kIcX7Z0ftlxVr6,Maybe 3,maybe_6,1cut,27.0,False
R_1kIcX7Z0ftlxVr6,New Maybe 1,new_maybe_1,1cut,10.0,False
R_1kIcX7Z0ftlxVr6,New Maybe 2,new_maybe_2,1cut,19.0,False
R_1kIcX7Z0ftlxVr6,New Maybe 3,new_maybe_3,1cut,0.0,False
R_1kIcX7Z0ftlxVr6,New Maybe 4,new_maybe_4,1cut,-18.0,False
R_1kIcX7Z0ftlxVr6,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_1kIcX7Z0ftlxVr6,New Maybe 6,new_maybe_6,1cut,-42.0,False
R_1kIcX7Z0ftlxVr6,No A,no_line_A,1cut,50.0,False
R_1kIcX7Z0ftlxVr6,No B,no_line_B,1cut,50.0,False
R_1kIcX7Z0ftlxVr6,No C,no_line_C,1cut,50.0,False
R_1kIcX7Z0ftlxVr6,No D,no_line_D,1cut,25.0,False
R_1kIcX7Z0ftlxVr6,Yes B,yes_line_B,1cut,-17.0,False
R_1kIcX7Z0ftlxVr6,Yes C,yes_line_C,1cut,-14.0,False
R_1kIcX7Z0ftlxVr6,Yes D,yes_line_D,1cut,-11.0,False
R_1kIcX7Z0ftlxVr6,Yes E,yes_line_E,1cut,-41.0,False
R_1kIcX7Z0ftlxVr6,Yes F,yes_line_F,1cut,-50.0,False
R_1EYCOF0MawdNwGL,No 1,no_line_1,1cut,-20.0,False
R_1EYCOF0MawdNwGL,No 2,no_line_2,1cut,-10.0,False
R_1EYCOF0MawdNwGL,No 3,no_line_3,1cut,-11.0,False
R_1EYCOF0MawdNwGL,Yes 1,yes_line_7,1cut,-9.0,False
R_1EYCOF0MawdNwGL,Yes 2,yes_line_8,1cut,-40.0,False
R_1EYCOF0MawdNwGL,Yes 3,yes_line_9,1cut,10.0,False
R_1EYCOF0MawdNwGL,Yes 4,yes_line_10,1cut,-10.0,False
R_1EYCOF0MawdNwGL,New Yes 7,7esque,1cut,-19.0,False
R_1EYCOF0MawdNwGL,New Yes 9,9esque,1cut,-9.0,False
R_1EYCOF0MawdNwGL,New Yes 10,10esque,1cut,-3.0,False
R_1EYCOF0MawdNwGL,Maybe 1,maybe_4,1cut,-10.0,False
R_1EYCOF0MawdNwGL,Maybe 2,maybe_5,1cut,-7.0,False
R_1EYCOF0MawdNwGL,Maybe 3,maybe_6,1cut,-4.0,False
R_1EYCOF0MawdNwGL,New Maybe 1,new_maybe_1,1cut,-14.0,False
R_1EYCOF0MawdNwGL,New Maybe 2,new_maybe_2,1cut,-10.0,False
R_1EYCOF0MawdNwGL,New Maybe 3,new_maybe_3,1cut,-5.0,False
R_1EYCOF0MawdNwGL,New Maybe 4,new_maybe_4,1cut,-20.0,False
R_1EYCOF0MawdNwGL,New Maybe 5,new_maybe_5,1cut,-20.0,False
R_1EYCOF0MawdNwGL,New Maybe 6,new_maybe_6,1cut,-20.0,False
R_1EYCOF0MawdNwGL,No A,no_line_A,1cut,-20.0,False
R_1EYCOF0MawdNwGL,No B,no_line_B,1cut,-20.0,False
R_1EYCOF0MawdNwGL,No C,no_line_C,1cut,-20.0,False
R_1EYCOF0MawdNwGL,No D,no_line_D,1cut,32.0,False
R_1EYCOF0MawdNwGL,Yes B,yes_line_B,1cut,30.0,False
R_1EYCOF0MawdNwGL,Yes C,yes_line_C,1cut,50.0,False
R_1EYCOF0MawdNwGL,Yes D,yes_line_D,1cut,0.0,False
R_1EYCOF0MawdNwGL,Yes E,yes_line_E,1cut,0.0,False
R_1EYCOF0MawdNwGL,Yes F,yes_line_F,1cut,27.0,False
R_2WCjAMrzmDLSd1H,No 1,no_line_1,1cut,23.0,False
R_2WCjAMrzmDLSd1H,No 2,no_line_2,1cut,23.0,False
R_2WCjAMrzmDLSd1H,No 3,no_line_3,1cut,25.0,False
R_2WCjAMrzmDLSd1H,Yes 1,yes_line_7,1cut,24.0,False
R_2WCjAMrzmDLSd1H,Yes 2,yes_line_8,1cut,18.0,False
R_2WCjAMrzmDLSd1H,Yes 3,yes_line_9,1cut,16.0,False
R_2WCjAMrzmDLSd1H,Yes 4,yes_line_10,1cut,19.0,False
R_2WCjAMrzmDLSd1H,New Yes 7,7esque,1cut,21.0,False
R_2WCjAMrzmDLSd1H,New Yes 9,9esque,1cut,25.0,False
R_2WCjAMrzmDLSd1H,New Yes 10,10esque,1cut,23.0,False
R_2WCjAMrzmDLSd1H,Maybe 1,maybe_4,1cut,12.0,False
R_2WCjAMrzmDLSd1H,Maybe 2,maybe_5,1cut,15.0,False
R_2WCjAMrzmDLSd1H,Maybe 3,maybe_6,1cut,18.0,False
R_2WCjAMrzmDLSd1H,New Maybe 1,new_maybe_1,1cut,21.0,False
R_2WCjAMrzmDLSd1H,New Maybe 2,new_maybe_2,1cut,22.0,False
R_2WCjAMrzmDLSd1H,New Maybe 3,new_maybe_3,1cut,20.0,False
R_2WCjAMrzmDLSd1H,New Maybe 4,new_maybe_4,1cut,20.0,False
R_2WCjAMrzmDLSd1H,New Maybe 5,new_maybe_5,1cut,-18.0,False
R_2WCjAMrzmDLSd1H,New Maybe 6,new_maybe_6,1cut,-7.0,False
