"subject.code","answer","context","condition","badness"
"R_1mL9sBksGn4Chrc",10,"New Yes 9","yes","original"
"R_1ooRxXWrJBeti3l",3,"New Yes 9","yes","original"
"R_1pmV7CCbwnNL4bs",9,"New Yes 9","yes","original"
"R_1qg5zxG4OHT34gX",-3,"New Yes 9","yes","original"
"R_1rwYAjoube9ImlK",11,"New Yes 9","yes","original"
"R_22DGikbZewcoEkH",5,"New Yes 9","yes","original"
"R_22R1B5mN0RA0RMU",5,"New Yes 9","yes","original"
"R_2aQ6gax5O03RSIv",3,"New Yes 9","yes","original"
"R_2dlINIzP1v3FX0g",15,"New Yes 9","yes","original"
"R_2ebd9LcKLlwFO5v",13,"New Yes 9","yes","original"
"R_2h5GlipyzZ47VLj",6,"New Yes 9","yes","original"
"R_2QrLW0BHAjWVg7Q",50,"New Yes 9","yes","original"
"R_2rAt1AD0sqk7yPG",-14,"New Yes 9","yes","original"
"R_2rkgUKYk3bYGIoF",5,"New Yes 9","yes","original"
"R_2uCFCg6xVDEY02q",5,"New Yes 9","yes","original"
"R_2XizCOMyNrGa7Az",28,"New Yes 9","yes","original"
"R_31zuDrqUATmHgFI",12,"New Yes 9","yes","original"
"R_32KqOo2AEj0tVdX",20,"New Yes 9","yes","original"
"R_3D77jkyASlRGTqD",14,"New Yes 9","yes","original"
"R_3dDE8OS7jARHVcT",12,"New Yes 9","yes","original"
"R_3G3S0l7VxciaIWg",-4,"New Yes 9","yes","original"
"R_3iI892aKIzlTCm3",8,"New Yes 9","yes","original"
"R_3KW9H9FC1ifo1YV",15,"New Yes 9","yes","original"
"R_3MRne9JybULuGPX",15,"New Yes 9","yes","original"
"R_a90wt16hQIHhsRj",-20,"New Yes 9","yes","original"
"R_Aaiu7NwZQoFdazT",15,"New Yes 9","yes","original"
"R_AhSldTz7xNWz7SF",-2,"New Yes 9","yes","original"
"R_ANeTIXcBIwyfggV",33,"New Yes 9","yes","original"
"R_BDEiiuol7PCm5od",31,"New Yes 9","yes","original"
"R_PwfHbOWesn6tR0l",25,"New Yes 9","yes","original"
"R_sChbmfdhKx3fYFb",27,"New Yes 9","yes","original"
"R_SIBMbeTFd37lOY9",29,"New Yes 9","yes","original"
"R_XLNB6At9fKflzG1",31,"New Yes 9","yes","original"
"R_z6C8dk0TuG2cq2t",0,"New Yes 9","yes","original"
"R_0TbvEJOOdRE8Po5",-6,"New Yes 10","yes","original"
"R_10NQO6ofuvssLna",3,"New Yes 10","yes","original"
"R_125YC954CGborqS",0,"New Yes 10","yes","original"
"R_1FKepxOiPxYVQHz",0,"New Yes 10","yes","original"
"R_1igi8iqWfkvrcc1",20,"New Yes 10","yes","original"
"R_1jwjzf7E6IsgZqq",-21,"New Yes 10","yes","original"
"R_1jwUh0dtFWDuT4x",-21,"New Yes 10","yes","original"
"R_1mL9sBksGn4Chrc",-30,"New Yes 10","yes","original"
"R_1ooRxXWrJBeti3l",0,"New Yes 10","yes","original"
"R_1pmV7CCbwnNL4bs",-5,"New Yes 10","yes","original"
"R_1qg5zxG4OHT34gX",-4,"New Yes 10","yes","original"
"R_1rwYAjoube9ImlK",9,"New Yes 10","yes","original"
"R_22DGikbZewcoEkH",-25,"New Yes 10","yes","original"
"R_22R1B5mN0RA0RMU",-10,"New Yes 10","yes","original"
"R_2aQ6gax5O03RSIv",-28,"New Yes 10","yes","original"
"R_2dlINIzP1v3FX0g",-2,"New Yes 10","yes","original"
"R_2ebd9LcKLlwFO5v",-10,"New Yes 10","yes","original"
"R_2h5GlipyzZ47VLj",0,"New Yes 10","yes","original"
"R_2QrLW0BHAjWVg7Q",-13,"New Yes 10","yes","original"
"R_2rAt1AD0sqk7yPG",-15,"New Yes 10","yes","original"
"R_2rkgUKYk3bYGIoF",0,"New Yes 10","yes","original"
"R_2uCFCg6xVDEY02q",-2,"New Yes 10","yes","original"
"R_2XizCOMyNrGa7Az",-8,"New Yes 10","yes","original"
"R_31zuDrqUATmHgFI",0,"New Yes 10","yes","original"
"R_32KqOo2AEj0tVdX",0,"New Yes 10","yes","original"
"R_3D77jkyASlRGTqD",0,"New Yes 10","yes","original"
"R_3dDE8OS7jARHVcT",4,"New Yes 10","yes","original"
"R_3G3S0l7VxciaIWg",0,"New Yes 10","yes","original"
"R_3iI892aKIzlTCm3",14,"New Yes 10","yes","original"
"R_3KW9H9FC1ifo1YV",20,"New Yes 10","yes","original"
"R_3MRne9JybULuGPX",0,"New Yes 10","yes","original"
"R_a90wt16hQIHhsRj",0,"New Yes 10","yes","original"
"R_Aaiu7NwZQoFdazT",0,"New Yes 10","yes","original"
"R_AhSldTz7xNWz7SF",0,"New Yes 10","yes","original"
"R_ANeTIXcBIwyfggV",14,"New Yes 10","yes","original"
"R_BDEiiuol7PCm5od",3,"New Yes 10","yes","original"
"R_PwfHbOWesn6tR0l",0,"New Yes 10","yes","original"
"R_sChbmfdhKx3fYFb",0,"New Yes 10","yes","original"
"R_SIBMbeTFd37lOY9",-50,"New Yes 10","yes","original"
"R_XLNB6At9fKflzG1",-10,"New Yes 10","yes","original"
"R_z6C8dk0TuG2cq2t",0,"New Yes 10","yes","original"
"R_0TbvEJOOdRE8Po5",14,"Maybe 1","maybe","original"
"R_10NQO6ofuvssLna",40,"Maybe 1","maybe","original"
"R_125YC954CGborqS",11,"Maybe 1","maybe","original"
"R_1FKepxOiPxYVQHz",40,"Maybe 1","maybe","original"
"R_1igi8iqWfkvrcc1",40,"Maybe 1","maybe","original"
"R_1jwjzf7E6IsgZqq",16,"Maybe 1","maybe","original"
"R_1jwUh0dtFWDuT4x",12,"Maybe 1","maybe","original"
"R_1mL9sBksGn4Chrc",3,"Maybe 1","maybe","original"
"R_1ooRxXWrJBeti3l",12,"Maybe 1","maybe","original"
"R_1pmV7CCbwnNL4bs",17,"Maybe 1","maybe","original"
"R_1qg5zxG4OHT34gX",7,"Maybe 1","maybe","original"
"R_1rwYAjoube9ImlK",31,"Maybe 1","maybe","original"
"R_22DGikbZewcoEkH",50,"Maybe 1","maybe","original"
"R_22R1B5mN0RA0RMU",35,"Maybe 1","maybe","original"
"R_2aQ6gax5O03RSIv",30,"Maybe 1","maybe","original"
"R_2dlINIzP1v3FX0g",41,"Maybe 1","maybe","original"
"R_2ebd9LcKLlwFO5v",-42,"Maybe 1","maybe","original"
"R_2h5GlipyzZ47VLj",21,"Maybe 1","maybe","original"
"R_2QrLW0BHAjWVg7Q",0,"Maybe 1","maybe","original"
"R_2rAt1AD0sqk7yPG",18,"Maybe 1","maybe","original"
"R_2rkgUKYk3bYGIoF",10,"Maybe 1","maybe","original"
"R_2uCFCg6xVDEY02q",6,"Maybe 1","maybe","original"
"R_2XizCOMyNrGa7Az",41,"Maybe 1","maybe","original"
"R_31zuDrqUATmHgFI",12,"Maybe 1","maybe","original"
"R_32KqOo2AEj0tVdX",37,"Maybe 1","maybe","original"
"R_3D77jkyASlRGTqD",11,"Maybe 1","maybe","original"
"R_3dDE8OS7jARHVcT",34,"Maybe 1","maybe","original"
"R_3G3S0l7VxciaIWg",6,"Maybe 1","maybe","original"
"R_3iI892aKIzlTCm3",15,"Maybe 1","maybe","original"
"R_3KW9H9FC1ifo1YV",0,"Maybe 1","maybe","original"
"R_3MRne9JybULuGPX",15,"Maybe 1","maybe","original"
"R_a90wt16hQIHhsRj",31,"Maybe 1","maybe","original"
"R_Aaiu7NwZQoFdazT",15,"Maybe 1","maybe","original"
"R_AhSldTz7xNWz7SF",5,"Maybe 1","maybe","original"
"R_ANeTIXcBIwyfggV",38,"Maybe 1","maybe","original"
"R_BDEiiuol7PCm5od",13,"Maybe 1","maybe","original"
"R_PwfHbOWesn6tR0l",50,"Maybe 1","maybe","original"
"R_sChbmfdhKx3fYFb",16,"Maybe 1","maybe","original"
"R_SIBMbeTFd37lOY9",-29,"Maybe 1","maybe","original"
"R_XLNB6At9fKflzG1",50,"Maybe 1","maybe","original"
"R_z6C8dk0TuG2cq2t",20,"Maybe 1","maybe","original"
"R_0TbvEJOOdRE8Po5",24,"Maybe 2","maybe","original"
"R_10NQO6ofuvssLna",34,"Maybe 2","maybe","original"
"R_125YC954CGborqS",11,"Maybe 2","maybe","original"
"R_1FKepxOiPxYVQHz",40,"Maybe 2","maybe","original"
"R_1igi8iqWfkvrcc1",0,"Maybe 2","maybe","original"
"R_1jwjzf7E6IsgZqq",-15,"Maybe 2","maybe","original"
"R_1jwUh0dtFWDuT4x",15,"Maybe 2","maybe","original"
"R_1mL9sBksGn4Chrc",5,"Maybe 2","maybe","original"
"R_1ooRxXWrJBeti3l",16,"Maybe 2","maybe","original"
"R_1pmV7CCbwnNL4bs",7,"Maybe 2","maybe","original"
"R_1qg5zxG4OHT34gX",8,"Maybe 2","maybe","original"
"R_1rwYAjoube9ImlK",10,"Maybe 2","maybe","original"
"R_22DGikbZewcoEkH",46,"Maybe 2","maybe","original"
"R_22R1B5mN0RA0RMU",0,"Maybe 2","maybe","original"
"R_2aQ6gax5O03RSIv",3,"Maybe 2","maybe","original"
"R_2dlINIzP1v3FX0g",-22,"Maybe 2","maybe","original"
"R_2ebd9LcKLlwFO5v",-21,"Maybe 2","maybe","original"
"R_2h5GlipyzZ47VLj",40,"Maybe 2","maybe","original"
"R_2QrLW0BHAjWVg7Q",10,"Maybe 2","maybe","original"
"R_2rAt1AD0sqk7yPG",-17,"Maybe 2","maybe","original"
"R_2rkgUKYk3bYGIoF",10,"Maybe 2","maybe","original"
"R_2uCFCg6xVDEY02q",13,"Maybe 2","maybe","original"
"R_2XizCOMyNrGa7Az",31,"Maybe 2","maybe","original"
"R_31zuDrqUATmHgFI",12,"Maybe 2","maybe","original"
"R_32KqOo2AEj0tVdX",50,"Maybe 2","maybe","original"
"R_3D77jkyASlRGTqD",10,"Maybe 2","maybe","original"
"R_3dDE8OS7jARHVcT",34,"Maybe 2","maybe","original"
"R_3G3S0l7VxciaIWg",7,"Maybe 2","maybe","original"
"R_3iI892aKIzlTCm3",-9,"Maybe 2","maybe","original"
"R_3KW9H9FC1ifo1YV",24,"Maybe 2","maybe","original"
"R_3MRne9JybULuGPX",15,"Maybe 2","maybe","original"
"R_a90wt16hQIHhsRj",30,"Maybe 2","maybe","original"
"R_Aaiu7NwZQoFdazT",10,"Maybe 2","maybe","original"
"R_AhSldTz7xNWz7SF",5,"Maybe 2","maybe","original"
"R_ANeTIXcBIwyfggV",31,"Maybe 2","maybe","original"
"R_BDEiiuol7PCm5od",11,"Maybe 2","maybe","original"
"R_PwfHbOWesn6tR0l",50,"Maybe 2","maybe","original"
"R_sChbmfdhKx3fYFb",18,"Maybe 2","maybe","original"
"R_SIBMbeTFd37lOY9",-50,"Maybe 2","maybe","original"
"R_XLNB6At9fKflzG1",50,"Maybe 2","maybe","original"
"R_z6C8dk0TuG2cq2t",15,"Maybe 2","maybe","original"
"R_0TbvEJOOdRE8Po5",32,"Maybe 3","maybe","original"
"R_10NQO6ofuvssLna",-5,"Maybe 3","maybe","original"
"R_125YC954CGborqS",10,"Maybe 3","maybe","original"
"R_1FKepxOiPxYVQHz",49,"Maybe 3","maybe","original"
"R_1igi8iqWfkvrcc1",30,"Maybe 3","maybe","original"
"R_1jwjzf7E6IsgZqq",-9,"Maybe 3","maybe","original"
"R_1jwUh0dtFWDuT4x",12,"Maybe 3","maybe","original"
"R_1mL9sBksGn4Chrc",-10,"Maybe 3","maybe","original"
"R_1ooRxXWrJBeti3l",16,"Maybe 3","maybe","original"
"R_1pmV7CCbwnNL4bs",12,"Maybe 3","maybe","original"
"R_1qg5zxG4OHT34gX",2,"Maybe 3","maybe","original"
"R_1rwYAjoube9ImlK",26,"Maybe 3","maybe","original"
"R_22DGikbZewcoEkH",20,"Maybe 3","maybe","original"
"R_22R1B5mN0RA0RMU",-5,"Maybe 3","maybe","original"
"R_2aQ6gax5O03RSIv",20,"Maybe 3","maybe","original"
"R_2dlINIzP1v3FX0g",43,"Maybe 3","maybe","original"
"R_2ebd9LcKLlwFO5v",-14,"Maybe 3","maybe","original"
"R_2h5GlipyzZ47VLj",21,"Maybe 3","maybe","original"
"R_2QrLW0BHAjWVg7Q",10,"Maybe 3","maybe","original"
"R_2rAt1AD0sqk7yPG",16,"Maybe 3","maybe","original"
"R_2rkgUKYk3bYGIoF",5,"Maybe 3","maybe","original"
"R_2uCFCg6xVDEY02q",10,"Maybe 3","maybe","original"
"R_2XizCOMyNrGa7Az",32,"Maybe 3","maybe","original"
"R_31zuDrqUATmHgFI",12,"Maybe 3","maybe","original"
"R_32KqOo2AEj0tVdX",50,"Maybe 3","maybe","original"
"R_3D77jkyASlRGTqD",8,"Maybe 3","maybe","original"
"R_3dDE8OS7jARHVcT",30,"Maybe 3","maybe","original"
"R_3G3S0l7VxciaIWg",8,"Maybe 3","maybe","original"
"R_3iI892aKIzlTCm3",-9,"Maybe 3","maybe","original"
"R_3KW9H9FC1ifo1YV",21,"Maybe 3","maybe","original"
"R_3MRne9JybULuGPX",10,"Maybe 3","maybe","original"
"R_a90wt16hQIHhsRj",31,"Maybe 3","maybe","original"
"R_Aaiu7NwZQoFdazT",5,"Maybe 3","maybe","original"
"R_AhSldTz7xNWz7SF",5,"Maybe 3","maybe","original"
"R_ANeTIXcBIwyfggV",40,"Maybe 3","maybe","original"
"R_BDEiiuol7PCm5od",5,"Maybe 3","maybe","original"
"R_PwfHbOWesn6tR0l",50,"Maybe 3","maybe","original"
"R_sChbmfdhKx3fYFb",10,"Maybe 3","maybe","original"
"R_SIBMbeTFd37lOY9",50,"Maybe 3","maybe","original"
"R_XLNB6At9fKflzG1",49,"Maybe 3","maybe","original"
"R_z6C8dk0TuG2cq2t",10,"Maybe 3","maybe","original"
"R_0TbvEJOOdRE8Po5",-17,"New Maybe 1","maybe","original"
"R_10NQO6ofuvssLna",0,"New Maybe 1","maybe","original"
"R_125YC954CGborqS",11,"New Maybe 1","maybe","original"
"R_1FKepxOiPxYVQHz",0,"New Maybe 1","maybe","original"
"R_1igi8iqWfkvrcc1",10,"New Maybe 1","maybe","original"
"R_1jwjzf7E6IsgZqq",-15,"New Maybe 1","maybe","original"
"R_1jwUh0dtFWDuT4x",-1,"New Maybe 1","maybe","original"
"R_1mL9sBksGn4Chrc",0,"New Maybe 1","maybe","original"
"R_1ooRxXWrJBeti3l",16,"New Maybe 1","maybe","original"
"R_1pmV7CCbwnNL4bs",17,"New Maybe 1","maybe","original"
"R_1qg5zxG4OHT34gX",10,"New Maybe 1","maybe","original"
"R_1rwYAjoube9ImlK",41,"New Maybe 1","maybe","original"
"R_22DGikbZewcoEkH",12,"New Maybe 1","maybe","original"
"R_22R1B5mN0RA0RMU",10,"New Maybe 1","maybe","original"
"R_2aQ6gax5O03RSIv",42,"New Maybe 1","maybe","original"
"R_2dlINIzP1v3FX0g",3,"New Maybe 1","maybe","original"
"R_2ebd9LcKLlwFO5v",-17,"New Maybe 1","maybe","original"
"R_2h5GlipyzZ47VLj",21,"New Maybe 1","maybe","original"
"R_2QrLW0BHAjWVg7Q",10,"New Maybe 1","maybe","original"
"R_2rAt1AD0sqk7yPG",-8,"New Maybe 1","maybe","original"
"R_2rkgUKYk3bYGIoF",10,"New Maybe 1","maybe","original"
"R_2uCFCg6xVDEY02q",6,"New Maybe 1","maybe","original"
"R_2XizCOMyNrGa7Az",16,"New Maybe 1","maybe","original"
"R_31zuDrqUATmHgFI",12,"New Maybe 1","maybe","original"
"R_32KqOo2AEj0tVdX",0,"New Maybe 1","maybe","original"
"R_3D77jkyASlRGTqD",10,"New Maybe 1","maybe","original"
"R_3dDE8OS7jARHVcT",18,"New Maybe 1","maybe","original"
"R_3G3S0l7VxciaIWg",10,"New Maybe 1","maybe","original"
"R_3iI892aKIzlTCm3",-10,"New Maybe 1","maybe","original"
"R_3KW9H9FC1ifo1YV",13,"New Maybe 1","maybe","original"
"R_3MRne9JybULuGPX",10,"New Maybe 1","maybe","original"
"R_a90wt16hQIHhsRj",30,"New Maybe 1","maybe","original"
"R_Aaiu7NwZQoFdazT",5,"New Maybe 1","maybe","original"
"R_AhSldTz7xNWz7SF",5,"New Maybe 1","maybe","original"
"R_ANeTIXcBIwyfggV",45,"New Maybe 1","maybe","original"
"R_BDEiiuol7PCm5od",14,"New Maybe 1","maybe","original"
"R_PwfHbOWesn6tR0l",30,"New Maybe 1","maybe","original"
"R_sChbmfdhKx3fYFb",16,"New Maybe 1","maybe","original"
"R_SIBMbeTFd37lOY9",-29,"New Maybe 1","maybe","original"
"R_XLNB6At9fKflzG1",50,"New Maybe 1","maybe","original"
"R_z6C8dk0TuG2cq2t",20,"New Maybe 1","maybe","original"
"R_0TbvEJOOdRE8Po5",5,"New Maybe 2","maybe","original"
"R_10NQO6ofuvssLna",29,"New Maybe 2","maybe","original"
"R_125YC954CGborqS",10,"New Maybe 2","maybe","original"
"R_1FKepxOiPxYVQHz",50,"New Maybe 2","maybe","original"
"R_1igi8iqWfkvrcc1",10,"New Maybe 2","maybe","original"
"R_1jwjzf7E6IsgZqq",19,"New Maybe 2","maybe","original"
"R_1jwUh0dtFWDuT4x",3,"New Maybe 2","maybe","original"
"R_1mL9sBksGn4Chrc",-10,"New Maybe 2","maybe","original"
"R_1ooRxXWrJBeti3l",12,"New Maybe 2","maybe","original"
"R_1pmV7CCbwnNL4bs",11,"New Maybe 2","maybe","original"
"R_1qg5zxG4OHT34gX",23,"New Maybe 2","maybe","original"
"R_1rwYAjoube9ImlK",-10,"New Maybe 2","maybe","original"
"R_22DGikbZewcoEkH",32,"New Maybe 2","maybe","original"
"R_22R1B5mN0RA0RMU",5,"New Maybe 2","maybe","original"
"R_2aQ6gax5O03RSIv",24,"New Maybe 2","maybe","original"
"R_2dlINIzP1v3FX0g",-2,"New Maybe 2","maybe","original"
"R_2ebd9LcKLlwFO5v",-11,"New Maybe 2","maybe","original"
"R_2h5GlipyzZ47VLj",37,"New Maybe 2","maybe","original"
"R_2QrLW0BHAjWVg7Q",0,"New Maybe 2","maybe","original"
"R_2rAt1AD0sqk7yPG",22,"New Maybe 2","maybe","original"
"R_2rkgUKYk3bYGIoF",15,"New Maybe 2","maybe","original"
"R_2uCFCg6xVDEY02q",10,"New Maybe 2","maybe","original"
"R_2XizCOMyNrGa7Az",24,"New Maybe 2","maybe","original"
"R_31zuDrqUATmHgFI",12,"New Maybe 2","maybe","original"
"R_32KqOo2AEj0tVdX",46,"New Maybe 2","maybe","original"
"R_3D77jkyASlRGTqD",11,"New Maybe 2","maybe","original"
"R_3dDE8OS7jARHVcT",9,"New Maybe 2","maybe","original"
"R_3G3S0l7VxciaIWg",3,"New Maybe 2","maybe","original"
"R_3iI892aKIzlTCm3",-9,"New Maybe 2","maybe","original"
"R_3KW9H9FC1ifo1YV",21,"New Maybe 2","maybe","original"
"R_3MRne9JybULuGPX",10,"New Maybe 2","maybe","original"
"R_a90wt16hQIHhsRj",20,"New Maybe 2","maybe","original"
"R_Aaiu7NwZQoFdazT",5,"New Maybe 2","maybe","original"
"R_AhSldTz7xNWz7SF",5,"New Maybe 2","maybe","original"
"R_ANeTIXcBIwyfggV",15,"New Maybe 2","maybe","original"
"R_BDEiiuol7PCm5od",8,"New Maybe 2","maybe","original"
"R_PwfHbOWesn6tR0l",50,"New Maybe 2","maybe","original"
"R_sChbmfdhKx3fYFb",15,"New Maybe 2","maybe","original"
"R_SIBMbeTFd37lOY9",19,"New Maybe 2","maybe","original"
"R_XLNB6At9fKflzG1",50,"New Maybe 2","maybe","original"
"R_z6C8dk0TuG2cq2t",10,"New Maybe 2","maybe","original"
"R_0TbvEJOOdRE8Po5",8,"New Maybe 3","maybe","original"
"R_10NQO6ofuvssLna",-32,"New Maybe 3","maybe","original"
"R_125YC954CGborqS",-10,"New Maybe 3","maybe","original"
"R_1FKepxOiPxYVQHz",40,"New Maybe 3","maybe","original"
"R_1igi8iqWfkvrcc1",-30,"New Maybe 3","maybe","original"
"R_1jwjzf7E6IsgZqq",-11,"New Maybe 3","maybe","original"
"R_1jwUh0dtFWDuT4x",21,"New Maybe 3","maybe","original"
"R_1mL9sBksGn4Chrc",-20,"New Maybe 3","maybe","original"
"R_1ooRxXWrJBeti3l",12,"New Maybe 3","maybe","original"
"R_1pmV7CCbwnNL4bs",8,"New Maybe 3","maybe","original"
"R_1qg5zxG4OHT34gX",10,"New Maybe 3","maybe","original"
"R_1rwYAjoube9ImlK",11,"New Maybe 3","maybe","original"
"R_22DGikbZewcoEkH",-28,"New Maybe 3","maybe","original"
"R_22R1B5mN0RA0RMU",5,"New Maybe 3","maybe","original"
"R_2aQ6gax5O03RSIv",-3,"New Maybe 3","maybe","original"
"R_2dlINIzP1v3FX0g",-6,"New Maybe 3","maybe","original"
"R_2ebd9LcKLlwFO5v",-14,"New Maybe 3","maybe","original"
"R_2h5GlipyzZ47VLj",41,"New Maybe 3","maybe","original"
"R_2QrLW0BHAjWVg7Q",5,"New Maybe 3","maybe","original"
"R_2rAt1AD0sqk7yPG",23,"New Maybe 3","maybe","original"
"R_2rkgUKYk3bYGIoF",-5,"New Maybe 3","maybe","original"
